# ----------------------------------------
# Search page
# Search Terms
# 20150316-20150818
# ----------------------------------------

Search Term,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Average Search Depth
godzilla,788,1.69,33.25%,44.07%,00:02:41,0.10
sad song,787,2.11,37.99%,33.86%,00:03:24,0.02
fire crackling,786,1.86,35.88%,37.43%,00:03:37,<0.01
ow,786,1.97,25.32%,43.23%,00:02:46,0.02
sink,786,1.65,19.97%,52.31%,00:02:45,<0.01
skate,786,2.15,36.39%,35.36%,00:03:56,0.02
mexican,783,1.98,32.95%,39.18%,00:02:42,0.02
background noise,782,1.88,28.26%,40.69%,00:02:27,<0.01
change,782,2.02,21.74%,41.94%,00:02:31,0.01
robotic,782,2.63,23.27%,31.87%,00:03:55,0.04
dive,781,1.97,13.96%,47.23%,00:02:21,0.01
flight,781,2.06,20.36%,42.37%,00:02:33,0.01
pew,781,1.55,27.40%,50.62%,00:02:06,0.02
scanner,781,2.43,33.16%,31.35%,00:03:45,0.03
punches,780,2.84,34.36%,26.58%,00:04:28,0.02
thunder clap,780,2.33,43.85%,27.16%,00:04:28,0.01
rumbling,779,2.29,28.63%,35.01%,00:03:55,0.01
faucet,778,2.02,24.29%,43.08%,00:03:37,<0.01
glow,777,1.74,28.44%,45.97%,00:03:17,0.04
party music,777,2.09,25.87%,41.18%,00:02:55,<0.01
Piano,777,3.06,47.10%,20.56%,00:04:22,0.06
achievement,776,2.91,36.21%,24.76%,00:03:27,<0.01
call,776,1.78,18.81%,49.64%,00:02:01,0.01
calm music,776,2.02,35.31%,36.74%,00:03:16,0.02
squash,775,2.11,26.32%,39.27%,00:03:27,0.02
build,774,2.62,28.29%,30.27%,00:03:03,0.03
item,774,3.66,34.37%,20.46%,00:04:03,0.03
scooter,774,2.20,30.88%,36.15%,00:03:53,0.01
videogame,774,3.09,30.36%,26.47%,00:03:58,0.07
body falling,773,2.15,35.96%,32.91%,00:03:59,0.02
folk,773,2.44,36.61%,29.09%,00:03:02,0.06
ground,773,2.23,16.95%,40.61%,00:02:26,0.02
hand,773,2.17,14.88%,42.79%,00:02:43,<0.01
angry crowd,772,1.67,29.15%,46.74%,00:03:25,<0.01
crumble,771,1.85,15.82%,51.02%,00:01:50,0.01
riser,771,2.51,50.06%,22.34%,00:03:52,0.02
candle,770,2.06,30.78%,39.51%,00:03:30,0.02
interface,770,4.13,36.49%,17.65%,00:05:16,0.07
rising,770,2.67,27.40%,30.80%,00:03:30,0.02
shaking,770,2.33,16.75%,40.47%,00:03:12,<0.01
acid,768,3.12,26.82%,25.93%,00:03:48,0.11
bulb,768,2.09,27.86%,39.00%,00:02:39,0.13
women,768,2.62,23.44%,32.77%,00:02:43,0.02
chew,766,2.22,27.55%,37.68%,00:04:04,0.04
clicking,766,2.33,18.02%,38.66%,00:02:44,0.03
night forest,766,2.46,38.25%,28.37%,00:04:16,<0.01
Birds,765,1.82,43.01%,33.60%,00:03:16,0.01
buzzing,765,1.86,19.08%,47.61%,00:02:33,0.02
demolition,765,1.95,29.54%,40.43%,00:03:09,0.02
urban,765,2.14,24.58%,39.29%,00:03:09,0.02
woop,765,1.46,16.08%,64.31%,00:02:05,0.05
ahhh,764,1.59,17.02%,57.71%,00:02:23,0.01
bug,764,2.40,20.55%,37.03%,00:03:11,0.02
effects,764,2.93,34.42%,23.88%,00:03:59,0.08
moto,764,2.14,32.59%,37.63%,00:03:07,0.04
old phone,764,2.05,39.27%,33.23%,00:04:07,0.02
crowd laugh,763,2.15,42.86%,29.64%,00:03:47,0.02
seaside,763,2.30,35.39%,32.42%,00:03:56,0.02
cuckoo,762,2.27,39.90%,29.66%,00:03:31,0.03
metallic,762,3.02,27.56%,26.41%,00:04:10,0.04
note,761,3.17,32.46%,24.18%,00:03:01,0.03
ferrari,760,1.53,32.37%,52.84%,00:02:26,0.02
stones,760,2.38,23.29%,35.92%,00:03:48,0.02
arguing,759,2.10,21.08%,43.17%,00:01:59,0.04
button press,759,2.15,30.30%,35.91%,00:03:26,<0.01
crank,759,2.32,25.30%,36.65%,00:03:42,0.03
people walking,759,2.06,22.00%,42.89%,00:03:43,<0.01
ready,759,2.80,31.09%,29.12%,00:03:21,0.02
crowd scream,758,2.04,29.29%,38.57%,00:03:18,<0.01
bell ring,757,1.85,20.87%,46.18%,00:01:51,<0.01
female vocal,757,3.35,53.90%,15.84%,00:03:57,0.02
fuck you,754,1.90,41.64%,35.57%,00:02:44,0.01
harbor,753,1.79,41.57%,37.49%,00:02:39,<0.01
wedding bells,753,1.70,38.25%,42.80%,00:03:06,<0.01
finish,752,2.47,25.93%,32.88%,00:02:14,0.01
peep,751,1.72,22.50%,49.92%,00:01:42,0.10
tear,751,1.92,21.44%,44.41%,00:02:43,<0.01
baseball bat,750,2.10,34.93%,35.37%,00:03:03,0.01
jogging,750,2.16,30.40%,35.60%,00:04:01,<0.01
german,749,3.34,32.44%,24.39%,00:04:00,0.03
outdoors,749,1.96,27.50%,41.10%,00:02:56,<0.01
sitting,749,2.34,20.83%,38.21%,00:04:04,<0.01
corporate,748,1.73,50.40%,31.87%,00:01:17,0.10
hand clap,748,2.48,49.73%,22.96%,00:03:05,0.02
plastic bag,748,2.00,29.81%,38.82%,00:04:24,<0.01
seagul,748,2.00,35.43%,36.16%,00:03:59,0.01
choking,747,2.11,27.58%,40.62%,00:03:05,0.01
drawer,746,2.24,23.59%,36.46%,00:04:24,<0.01
launch,746,2.48,25.60%,33.55%,00:03:07,0.03
ring tone,746,2.39,29.89%,32.81%,00:02:41,0.01
high five,745,1.34,29.53%,57.47%,00:02:08,0.01
walla,744,2.75,26.48%,33.17%,00:03:08,<0.01
children laugh,743,2.20,39.30%,31.31%,00:03:23,<0.01
footsteps concrete,743,2.07,34.86%,34.59%,00:04:33,0.02
piano music,743,2.83,34.72%,26.60%,00:04:11,0.04
splashing,742,2.54,23.32%,34.02%,00:03:41,<0.01
Bell,741,2.27,40.62%,29.14%,00:02:40,0.03
cassette,741,2.59,43.32%,25.68%,00:04:12,0.04
sad violin,741,1.60,41.57%,43.20%,00:03:26,0.03
take off,741,2.04,23.08%,41.50%,00:02:28,0.01
banging,739,2.36,24.22%,36.60%,00:03:38,0.01
puke,739,2.05,28.01%,40.32%,00:02:29,0.02
suction,739,2.51,25.71%,33.75%,00:03:32,0.01
big splash,738,1.48,25.34%,54.94%,00:02:52,0.01
gun reload,738,2.07,38.75%,32.77%,00:03:24,0.02
small crowd,738,2.51,29.81%,31.15%,00:03:33,0.04
squirrel,738,2.34,26.15%,35.34%,00:03:56,<0.01
night ambience,737,2.35,29.85%,32.74%,00:03:49,<0.01
soul,737,2.46,31.75%,30.52%,00:02:56,0.08
flare,736,1.79,25.95%,46.27%,00:02:22,0.03
bicycle bell,735,1.90,39.59%,33.31%,00:03:50,0.02
drum and bass,735,1.22,12.24%,75.45%,00:00:35,0.11
sucking,735,2.29,25.71%,35.87%,00:03:20,0.02
attention,734,3.07,29.56%,27.15%,00:02:46,0.04
drop water,734,2.20,33.51%,33.77%,00:03:51,<0.01
turbine,734,2.25,29.84%,34.62%,00:03:31,0.02
zoo,734,2.80,31.06%,29.31%,00:04:15,0.03
light on,733,1.28,21.01%,67.80%,00:01:55,<0.01
tech,732,2.27,27.46%,34.86%,00:02:29,0.07
bike bell,731,1.93,38.03%,34.51%,00:03:52,0.03
crowd screaming,729,1.99,25.51%,42.32%,00:03:19,0.01
microphone,728,2.68,28.16%,31.64%,00:03:02,0.01
news jingle,728,2.33,54.12%,23.63%,00:03:26,0.04
rpg,728,2.32,28.02%,34.00%,00:02:49,0.01
frying,727,1.88,31.36%,40.26%,00:03:10,0.01
nasa,727,2.42,35.35%,31.61%,00:03:53,0.04
scan,727,2.45,26.55%,34.46%,00:03:44,0.02
diving,726,2.14,19.70%,41.13%,00:03:03,0.02
forest ambience,726,2.16,37.88%,32.14%,00:04:02,0.02
painting,726,1.95,21.07%,45.22%,00:03:06,<0.01
tape rewind,726,2.07,50.41%,27.19%,00:02:48,0.03
metal clang,724,2.23,27.90%,34.55%,00:03:14,0.02
nuclear,724,2.11,29.28%,35.93%,00:02:51,<0.01
transform,724,2.56,27.49%,32.11%,00:04:01,0.04
woodpecker,724,2.56,38.40%,27.07%,00:04:15,0.02
car pass,723,2.10,32.23%,35.49%,00:04:06,0.02
omg,723,1.72,26.83%,46.59%,00:02:36,0.03
rub,723,2.35,20.33%,38.62%,00:03:16,<0.01
type writer,722,1.63,50.69%,34.44%,00:03:01,0.02
ugh,722,1.48,17.73%,62.80%,00:02:34,0.04
asian,721,2.42,28.99%,33.68%,00:02:50,0.02
piano loop,721,3.12,43.27%,20.93%,00:05:17,0.06
dog panting,720,1.91,36.94%,36.75%,00:03:52,<0.01
latin,720,2.89,30.69%,27.16%,00:03:25,0.02
straw,720,1.91,28.75%,42.32%,00:03:23,0.02
argument,719,2.15,28.23%,39.73%,00:03:31,0.04
bull,719,2.30,32.55%,35.81%,00:03:41,0.03
crash cymbal,719,2.56,52.99%,21.23%,00:03:09,0.02
ducks,719,2.20,35.05%,34.01%,00:03:57,0.03
vinyl crackle,719,2.04,73.44%,14.93%,00:02:34,0.03
face slap,718,1.69,39.69%,39.16%,00:03:14,0.03
swell,718,2.63,32.31%,28.87%,00:03:24,<0.01
city noise,717,2.00,29.15%,38.99%,00:03:43,0.02
footsteps grass,717,1.90,30.13%,39.21%,00:04:16,0.02
seal,717,1.97,25.66%,44.54%,00:02:23,0.04
branch,716,2.30,25.28%,37.89%,00:04:42,0.02
cheering crowd,716,2.03,43.02%,30.65%,00:02:51,0.03
guitar solo,716,2.38,40.22%,30.26%,00:03:37,0.02
hover,716,2.39,28.07%,33.61%,00:03:34,0.01
rhodes,716,3.54,51.68%,15.27%,00:04:43,0.05
popping,715,2.47,29.79%,31.73%,00:03:44,<0.01
festival,713,2.02,27.35%,41.40%,00:02:58,0.01
cutlery,710,2.19,19.01%,41.66%,00:03:23,<0.01
hockey,710,2.81,38.73%,26.68%,00:03:23,0.03
car beep,709,1.87,28.21%,42.82%,00:03:02,0.01
hooray,709,1.51,31.59%,52.95%,00:02:08,0.02
clunk,708,2.15,20.62%,42.01%,00:02:38,0.02
counting,708,2.66,31.78%,30.68%,00:02:34,0.02
destroy,708,2.09,21.05%,41.00%,00:02:01,0.03
flatline,708,1.60,53.95%,33.66%,00:03:03,0.03
hurricane,708,2.11,28.67%,38.29%,00:03:30,<0.01
skype,708,1.84,44.63%,35.69%,00:02:19,0.03
bad,707,2.05,17.82%,42.83%,00:01:48,0.04
doors,707,2.45,28.01%,32.43%,00:03:43,0.01
show,707,1.91,17.96%,46.44%,00:01:51,0.05
carpet,706,2.56,29.75%,31.71%,00:04:24,<0.01
ice cream,706,2.45,31.59%,32.89%,00:03:16,0.05
record stop,706,1.56,51.56%,35.66%,00:02:51,0.02
speaking,706,2.50,27.48%,32.56%,00:02:48,0.02
matrix,705,2.12,28.51%,37.54%,00:03:10,<0.01
meadow,705,2.53,38.44%,27.95%,00:03:59,0.03
spoon,705,2.30,26.24%,37.01%,00:03:44,0.03
vynil,704,1.54,30.11%,50.92%,00:01:32,0.04
boink,703,1.65,20.34%,52.54%,00:02:14,0.03
gavel,703,1.77,43.39%,37.20%,00:02:53,0.02
Alarm,702,2.57,40.88%,26.62%,00:03:23,0.02
Applause,702,2.30,52.42%,27.03%,00:03:23,0.05
crane,701,1.99,23.82%,43.76%,00:03:49,0.02
elevator ding,701,1.82,37.23%,38.35%,00:03:25,<0.01
sky,701,1.80,19.69%,48.10%,00:02:30,0.02
trafic,701,1.56,35.52%,47.99%,00:03:18,0.02
beatbox,700,2.72,45.43%,22.62%,00:03:40,0.04
cork,699,2.07,36.48%,33.72%,00:03:20,<0.01
catch,698,2.26,20.34%,41.92%,00:03:03,0.05
cymbal roll,698,1.81,64.76%,24.09%,00:02:21,0.02
science,698,2.44,28.22%,32.43%,00:03:25,0.11
birds singing,697,1.86,37.02%,37.27%,00:03:48,0.02
flyby,697,2.60,30.42%,29.87%,00:03:39,0.01
peeing,697,2.19,40.89%,32.68%,00:03:26,0.04
sword swing,696,1.83,34.91%,40.56%,00:03:54,0.02
bamboo,695,2.51,27.19%,32.62%,00:02:52,0.01
Door,695,1.88,34.10%,39.03%,00:02:47,<0.01
meteor,695,1.57,22.88%,54.94%,00:02:28,0.02
amen break,694,2.22,62.97%,19.18%,00:02:59,0.06
applaus,694,2.18,45.53%,27.84%,00:02:41,0.01
flutter,694,2.17,15.99%,41.31%,00:02:23,0.01
light flicker,694,1.50,33.00%,49.47%,00:03:10,0.03
swirl,694,1.92,21.18%,45.98%,00:02:39,0.01
wtf,693,1.82,32.76%,41.98%,00:02:46,0.01
girl laughing,692,2.18,35.26%,33.33%,00:03:38,0.02
sonic,692,1.63,22.25%,54.31%,00:01:31,0.01
bum,691,1.63,28.22%,47.06%,00:01:32,0.06
heavy door,691,2.45,22.00%,34.62%,00:03:19,<0.01
bouncing ball,690,2.28,35.51%,33.18%,00:03:13,<0.01
draw,690,1.85,16.38%,49.84%,00:02:08,0.01
growling,690,2.05,28.41%,38.63%,00:02:57,<0.01
happy piano,690,2.05,32.90%,35.88%,00:03:23,0.02
oriental,690,3.09,35.07%,24.50%,00:04:11,0.04
raining,690,1.87,34.49%,38.24%,00:04:03,0.03
press,689,2.01,17.42%,44.84%,00:01:57,0.01
congratulations,688,1.28,15.41%,71.23%,00:01:34,0.02
gust,687,2.19,29.40%,36.28%,00:03:37,0.01
piano note,687,2.63,42.94%,24.56%,00:03:44,0.02
aeroplane,686,2.08,31.78%,39.72%,00:03:34,0.05
automatic door,686,2.11,27.55%,38.14%,00:03:56,0.01
boots,686,2.43,23.18%,35.69%,00:03:49,<0.01
clarinet,686,2.59,30.03%,29.95%,00:03:28,0.02
chopping,685,2.16,24.67%,39.99%,00:03:33,0.01
sub,685,2.85,33.87%,25.19%,00:03:28,<0.01
tinkle,685,2.06,21.61%,41.45%,00:02:19,0.07
mortal kombat,684,1.28,32.89%,58.70%,00:02:13,0.02
sparkles,684,1.82,26.61%,44.42%,00:02:45,0.03
drowning,683,2.15,31.33%,36.03%,00:03:48,<0.01
anger,682,2.19,23.61%,39.63%,00:02:37,<0.01
ukelele,682,1.85,37.98%,40.46%,00:02:21,0.02
broom,681,1.86,30.10%,41.90%,00:03:44,<0.01
shop,681,2.22,24.38%,38.02%,00:03:08,<0.01
wood creak,681,1.93,29.37%,40.05%,00:04:13,0.01
murder,680,2.21,20.59%,39.71%,00:03:00,0.02
street noise,680,2.06,28.09%,37.49%,00:03:09,0.03
voicemail,680,2.65,38.97%,30.09%,00:03:15,<0.01
windchimes,680,2.43,43.97%,25.61%,00:04:34,0.02
bowl,679,2.45,24.30%,33.49%,00:03:05,<0.01
crying baby,679,1.95,38.73%,34.89%,00:03:53,0.02
fly by,679,1.35,19.15%,63.43%,00:01:53,0.01
harbour,679,2.94,29.46%,27.98%,00:04:11,<0.01
toaster,679,1.89,27.98%,41.12%,00:03:25,0.02
short circuit,678,2.06,32.15%,36.59%,00:03:10,<0.01
bird wings,677,2.42,31.46%,31.77%,00:04:25,0.01
climax,677,2.36,26.14%,35.08%,00:03:15,0.02
closing door,677,2.01,27.47%,39.16%,00:03:43,0.01
tweet,677,2.00,28.51%,39.94%,00:02:38,0.01
dance music,676,2.78,36.98%,26.70%,00:03:57,0.02
flashlight,676,1.89,41.42%,34.64%,00:03:06,<0.01
shut up,675,1.99,34.96%,39.75%,00:02:32,0.01
wood crack,675,1.95,28.15%,40.30%,00:03:33,<0.01
binaural,674,4.08,48.81%,14.46%,00:05:05,0.04
outro,674,2.49,38.58%,28.29%,00:02:49,0.01
disney,673,1.62,25.56%,54.73%,00:02:01,0.03
excited,673,2.17,17.09%,43.52%,00:02:50,0.03
gay,673,1.64,24.81%,52.36%,00:01:52,0.04
hardcore,673,4.31,41.31%,16.14%,00:05:08,0.06
reverb,673,2.89,27.79%,27.65%,00:03:57,0.01
spongebob,673,1.22,27.49%,65.24%,00:01:00,0.05
turntable,672,2.77,39.88%,26.52%,00:03:16,0.04
angry cat,671,1.94,34.28%,37.85%,00:03:38,<0.01
bullet impact,671,1.77,31.59%,44.36%,00:02:41,0.04
haha,671,1.76,22.95%,48.64%,00:02:16,0.03
tabla,670,3.39,51.34%,17.32%,00:04:01,0.04
bird chirp,669,2.37,37.67%,28.67%,00:03:39,0.02
door slamming,669,2.26,26.76%,36.37%,00:03:19,0.01
laboratory,668,2.58,33.38%,29.17%,00:04:34,0.02
iphone ringtone,666,1.16,26.58%,67.14%,00:02:03,<0.01
paparazzi,666,1.63,31.38%,46.88%,00:02:13,0.01
upbeat music,666,1.61,26.13%,50.89%,00:02:11,0.03
bright,665,1.88,19.55%,45.16%,00:01:59,0.09
laughs,665,2.37,25.26%,36.15%,00:02:44,0.04
nervous,664,2.35,25.15%,35.69%,00:04:07,0.03
video games,664,3.51,37.80%,19.65%,00:04:05,0.06
exciting,663,1.80,21.27%,47.95%,00:02:22,0.07
dancing,662,2.09,17.07%,44.40%,00:02:28,<0.01
rollercoaster,662,2.34,42.60%,30.86%,00:04:08,0.02
rubble,662,2.34,25.38%,36.06%,00:03:59,0.01
baloon,661,1.48,20.42%,61.58%,00:02:01,0.03
doom,661,1.99,27.08%,40.27%,00:02:41,0.03
prayer,661,2.79,34.34%,27.32%,00:03:41,0.05
pull,661,1.99,13.77%,47.27%,00:02:25,<0.01
formula 1,659,1.84,51.90%,29.43%,00:02:55,0.03
living room,659,2.23,27.92%,37.03%,00:04:10,0.01
couch,658,1.82,21.43%,48.29%,00:03:42,<0.01
ballon,657,1.53,17.96%,60.81%,00:02:29,0.01
charging,657,2.91,28.61%,27.25%,00:04:09,0.02
sip,657,1.62,29.68%,47.84%,00:03:31,<0.01
heavy,656,2.18,13.41%,42.55%,00:01:55,0.02
soldier,656,2.77,20.43%,34.40%,00:03:17,0.03
time travel,656,2.24,40.55%,30.95%,00:04:01,<0.01
bird song,655,2.26,38.63%,30.45%,00:03:41,0.02
car hit,655,2.03,30.38%,39.04%,00:02:57,0.02
creepy laugh,655,2.24,32.98%,33.06%,00:03:20,0.01
fire burning,655,2.26,28.24%,35.27%,00:03:36,0.02
help me,655,2.60,34.35%,28.38%,00:03:06,0.05
pump,655,2.15,22.44%,39.97%,00:02:38,<0.01
ride,655,2.56,35.57%,27.18%,00:02:30,0.02
uh,655,2.17,22.14%,40.35%,00:02:39,0.02
wet,655,2.55,23.66%,34.05%,00:02:48,0.04
celtic,654,2.47,46.94%,25.22%,00:03:18,0.01
fun music,654,2.33,32.72%,31.87%,00:03:05,0.02
mystic,654,2.73,28.90%,28.56%,00:03:57,0.03
sizzling,654,1.82,31.96%,40.74%,00:03:05,0.01
whack,653,2.25,28.64%,36.13%,00:03:15,0.01
space music,652,2.77,41.10%,24.27%,00:04:01,<0.01
conga,651,3.04,44.70%,21.17%,00:03:58,0.04
creaky door,650,2.25,28.62%,34.02%,00:04:48,0.01
instrument,650,3.16,31.54%,24.18%,00:03:23,0.07
bom,649,1.28,11.40%,74.15%,00:01:11,0.05
i love you,649,2.68,38.37%,27.44%,00:03:10,0.02
wing flap,649,2.45,35.59%,29.26%,00:04:27,0.02
garage,648,2.23,24.07%,37.94%,00:02:30,<0.01
old man,648,2.32,23.46%,38.54%,00:03:22,0.01
sounds,648,2.79,20.52%,31.27%,00:03:19,0.06
wind blow,648,2.12,26.23%,38.04%,00:03:46,0.02
close,647,2.19,16.07%,41.31%,00:02:24,0.04
confused,647,2.21,23.49%,39.93%,00:03:06,<0.01
flicker,647,2.00,27.67%,41.27%,00:03:01,0.06
land,647,1.95,13.29%,48.02%,00:02:17,0.03
sniffing,647,2.03,27.36%,42.42%,00:03:33,0.02
stampede,647,1.53,25.50%,56.42%,00:02:58,0.01
hungry,646,2.19,27.71%,36.40%,00:03:13,0.02
monster roar,646,2.64,34.37%,29.24%,00:04:44,0.02
scary sound,646,2.46,32.04%,30.90%,00:03:43,0.03
singing bowl,646,3.04,55.42%,16.87%,00:04:48,0.04
avalanche,645,2.09,33.18%,37.32%,00:03:08,<0.01
shuffling,645,1.79,11.47%,52.56%,00:02:03,<0.01
carriage,644,2.50,27.80%,33.85%,00:03:56,0.03
drift,644,1.62,25.78%,52.07%,00:02:19,<0.01
rocking chair,644,1.94,36.80%,36.42%,00:04:03,<0.01
windmill,644,2.07,32.45%,36.60%,00:03:56,0.03
puppy,643,2.12,33.13%,36.51%,00:03:16,0.01
lightning strike,642,2.24,40.50%,29.60%,00:04:26,<0.01
star trek,642,2.93,41.74%,23.05%,00:03:10,0.03
blooper,641,1.39,53.82%,37.50%,00:01:32,<0.01
intercom,641,2.20,34.17%,36.09%,00:03:10,<0.01
minimal,641,3.76,42.75%,16.60%,00:04:45,0.06
nuke,641,1.93,28.24%,42.43%,00:02:39,0.02
penguin,641,1.68,42.43%,40.69%,00:02:42,0.03
bombs,640,2.41,30.00%,33.35%,00:03:35,<0.01
dig,640,2.24,26.56%,37.26%,00:04:14,0.02
game start,638,2.78,36.21%,26.38%,00:03:36,0.02
knock door,638,1.88,38.56%,35.44%,00:03:38,0.02
arab,637,2.77,35.64%,26.94%,00:03:35,0.04
doing,636,1.34,8.81%,72.92%,00:01:17,0.04
wolves,636,2.06,31.76%,36.77%,00:03:03,0.01
game win,635,2.42,34.33%,31.34%,00:03:33,0.03
pink noise,635,1.60,52.76%,33.20%,00:02:02,0.03
racing,634,2.35,28.55%,35.15%,00:03:06,0.02
dial,632,1.87,23.58%,44.43%,00:02:43,<0.01
fire truck,631,1.90,35.82%,39.27%,00:02:55,0.02
laser shot,631,2.53,44.69%,24.97%,00:03:57,0.02
sample,631,3.20,36.61%,21.51%,00:03:40,0.12
whosh,631,1.69,19.65%,50.98%,00:01:52,0.08
bitch,630,1.88,31.27%,39.76%,00:02:06,0.01
feet,630,2.19,16.51%,42.53%,00:03:06,<0.01
sonic boom,630,2.01,31.59%,37.78%,00:03:12,0.02
engine rev,628,2.16,34.87%,32.40%,00:03:38,<0.01
glass shattering,628,2.04,35.51%,35.68%,00:03:21,0.02
lightening,628,1.86,30.57%,41.23%,00:03:26,0.03
numbers,627,2.24,37.32%,32.31%,00:02:24,0.02
car rev,626,2.04,31.47%,37.48%,00:03:39,0.01
WIND,626,2.26,39.30%,29.58%,00:03:27,0.03
golpe,625,1.77,19.68%,54.07%,00:02:53,0.01
traffic jam,625,1.77,28.80%,44.08%,00:04:06,0.03
the end,624,1.17,18.11%,74.00%,00:00:54,0.02
mozart,623,1.55,47.99%,38.22%,00:02:24,<0.01
vibrate,623,1.97,38.68%,34.12%,00:02:44,0.03
fnaf,622,1.41,22.19%,64.09%,00:01:24,0.02
old door,622,1.95,31.03%,38.93%,00:03:40,<0.01
romance,622,1.89,26.37%,44.06%,00:02:47,0.04
busy street,621,1.83,25.93%,44.85%,00:03:16,0.02
devil,621,2.55,26.73%,32.91%,00:03:41,0.02
bullet hit,620,2.10,33.06%,38.03%,00:02:47,0.00
electrical,620,2.90,29.03%,27.57%,00:03:59,<0.01
halloween,620,3.31,41.61%,20.70%,00:05:03,0.06
phone dial,620,2.13,35.32%,33.86%,00:03:30,0.02
tune,620,2.54,25.00%,32.63%,00:03:01,0.03
girl screaming,619,2.19,34.89%,34.76%,00:04:09,<0.01
roulette,619,1.72,35.06%,46.10%,00:02:36,0.04
scary sounds,619,2.71,36.83%,27.16%,00:04:25,0.02
shining,619,1.81,21.49%,47.28%,00:02:44,0.01
cloud,618,1.82,24.43%,44.71%,00:02:57,0.02
empty room,618,2.03,38.03%,33.92%,00:03:39,<0.01
happy sound,618,2.39,24.76%,35.14%,00:03:14,0.01
industry,618,2.64,33.66%,27.35%,00:04:12,0.03
peaceful,618,2.21,29.94%,35.26%,00:02:56,0.02
bass hit,617,2.62,34.20%,27.24%,00:03:23,0.02
brushing teeth,616,1.56,20.62%,56.61%,00:03:13,0.00
Boom,615,2.12,37.56%,31.87%,00:02:51,0.03
cartoon punch,615,1.41,23.09%,59.77%,00:02:18,0.01
grind,615,2.14,17.89%,42.34%,00:02:43,0.03
screw,615,2.00,21.14%,44.61%,00:03:42,0.01
answering machine,614,2.62,48.70%,23.26%,00:04:25,0.01
classic music,614,2.03,27.52%,41.08%,00:02:44,0.01
zing,614,1.85,20.20%,47.09%,00:02:11,0.02
house music,613,2.32,51.71%,23.02%,00:03:04,0.01
male,613,4.26,27.08%,19.89%,00:04:15,<0.01
mistery,613,1.61,25.61%,50.91%,00:02:52,0.07
moans,613,1.98,30.02%,40.41%,00:01:55,<0.01
big ben,612,1.64,37.25%,43.27%,00:03:10,0.06
bugs,612,2.01,21.73%,43.90%,00:02:51,0.02
fucking,612,2.10,37.91%,33.26%,00:02:33,<0.01
rubbing,612,2.33,20.59%,38.27%,00:03:53,<0.01
gibberish,611,2.75,33.06%,28.52%,00:04:16,0.09
shots,611,2.17,23.90%,39.53%,00:02:31,<0.01
sub bass,611,2.82,41.41%,22.91%,00:03:47,0.04
cheerful,610,2.42,31.15%,31.53%,00:03:01,0.02
halo,610,1.77,22.79%,51.62%,00:01:53,0.04
skin,610,2.53,24.26%,35.19%,00:03:39,<0.01
symphony,610,2.25,30.82%,36.13%,00:03:20,0.02
wine,610,2.23,27.54%,35.66%,00:03:33,0.02
bath,609,2.29,25.62%,38.18%,00:03:24,<0.01
car horns,609,2.27,33.50%,31.55%,00:03:38,0.01
door squeak,609,1.93,31.69%,37.47%,00:03:58,<0.01
teeth,609,2.49,15.60%,40.47%,00:02:34,0.02
crowd talking,608,1.78,29.61%,42.83%,00:03:29,<0.01
ha,608,1.97,22.86%,42.77%,00:02:15,0.03
clack,607,2.15,22.24%,39.86%,00:02:49,0.06
italian,607,2.72,28.50%,31.35%,00:03:27,0.05
lawn mower,607,1.89,36.74%,36.93%,00:03:18,0.02
taiko,607,2.19,50.58%,25.38%,00:03:24,0.05
movie trailer,606,3.21,41.91%,20.57%,00:05:22,0.05
oops,606,2.13,28.05%,40.08%,00:02:59,0.01
power on,606,1.23,5.94%,84.61%,00:00:38,0.01
window break,606,1.73,32.84%,42.35%,00:03:58,0.01
wood breaking,606,2.17,20.96%,40.94%,00:03:07,0.04
ak 47,605,1.89,36.69%,37.45%,00:03:01,0.02
claxon,605,1.73,28.93%,49.28%,00:03:00,<0.01
battle music,604,1.71,33.94%,43.62%,00:03:28,0.05
blaster,604,2.35,32.62%,32.58%,00:02:58,0.06
electric buzz,604,2.12,25.50%,38.58%,00:02:52,0.02
intense music,604,1.70,25.00%,48.63%,00:02:45,0.01
wood door,604,2.34,27.48%,33.55%,00:03:46,<0.01
crocodile,603,1.34,17.74%,67.69%,00:01:32,0.02
swim,603,2.35,25.87%,35.81%,00:03:40,<0.01
coyote,602,2.22,33.55%,33.81%,00:04:12,0.04
barefoot,601,2.07,32.45%,36.36%,00:04:25,<0.01
ice cream truck,601,2.26,49.58%,24.76%,00:03:42,0.04
plates,601,1.88,18.80%,48.10%,00:03:07,0.03
bonk,600,1.75,21.17%,51.19%,00:02:20,<0.01
carousel,600,2.00,36.67%,36.09%,00:03:12,0.04
fade in,600,1.23,9.33%,79.92%,00:00:34,0.04
monkeys,600,2.48,35.00%,30.71%,00:03:34,<0.01
water fall,600,1.82,26.67%,44.68%,00:03:00,<0.01
amen,599,2.41,40.57%,28.72%,00:02:08,0.03
metal creak,599,2.44,30.22%,32.26%,00:04:49,<0.01
gallop,598,2.33,35.95%,31.85%,00:03:46,0.02
laser beam,598,2.55,28.93%,30.51%,00:03:32,0.02
mice,598,1.98,16.39%,48.56%,00:02:30,0.01
chiptune,597,3.36,53.94%,16.48%,00:04:00,0.08
crowd laughing,597,2.11,43.22%,29.63%,00:04:15,0.05
